Date,Team 1,Team 1 Score,Team 2,Team 2 Score,
2/13/16,@Lambton,103,Mohawk,75,
2/13/16,Niagara ON,83,@St Clair,74,
2/13/16,@Fanshawe,91,Cambrian,56,
2/13/16,@Algonquin,61,Durham,59,
2/13/16,Faulkner,79,@Auburn M'gomery,76,
2/13/16,@Benedictine KS,67,Avila,65,
2/13/16,@TX Wesleyan,78,Bacone,62,
2/13/16,@Culver-Stockton,65,Baker KS,52,
2/13/16,Bethel KS,71,@Friends,58,
2/13/16,@Indiana-East,83,Brescia,70,
2/13/16,@Haskell,75,Central Chr,69,
2/13/16,Col of Idaho,78,@Oregon Tech,76,
2/13/16,@Concordia NE,110,Northwestern IA,89,
2/13/16,Voorhees,71,@FL Memorial,67,
2/13/16,@Mid Am Nazarene,96,Graceland,84,
2/13/16,Holy Cross IN,66,@Purdue Calumet,57,
2/13/16,Indiana Tech,63,@Lawrence Tech,46,
2/13/16,LSU Shreveport,82,@Jarvis Chr,74,
2/13/16,@SW Assemb God,79,John Brown,61,
2/13/16,@Madonna,73,Lourdes,65,
2/13/16,Williams Bap,77,@Lyon,61,
2/13/16,@Wayland,118,Mid-Am Chr,96,
2/13/16,Peru St,85,@Missouri Val,79,
2/13/16,@Warner Pacific,78,Northwest Chr,72,
2/13/16,@OK Wesleyan,86,Sterling,58,
2/13/16,Our Lady Lake,87,@Texas Col,72,
2/13/16,St Francis IN,74,@Taylor IN,60,
2/13/16,@Tabor,83,St Mary KS,69,
2/13/16,St Gregory's,94,@Oklahoma S&A,86,
2/13/16,Reinhardt,88,@Truett-McConnell,80,
2/13/16,@Jacksonville Col,95,Angelina,76,
2/13/16,Casper College,108,@Little Big Horn,70,
2/13/16,@Kilgore,85,Paris JC,65,
2/13/16,Lamar St,100,@Lee TX,88,
2/13/16,@Miami-Dade,77,Palm Beach St,74,
2/13/16,@ND St Science,85,United Tribes,62,
2/13/16,North Idaho,110,@Eastern Utah,75,
2/13/16,Ancilla,83,@Glen Oaks CC,67,
2/13/16,Johnson Co,86,@Labette CC,71,
2/13/16,Lake Michigan,55,@Kalamazoo Val,53,
2/13/16,Penn Valley CC,100,@N Central MO,82,
2/13/16,@Schoolcraft,80,Mott CC,58,
2/13/16,Bergen CC,95,@Atlantic Cape CC,93,
2/13/16,Bunker Hill CC,85,@Quinsigamond,76,
2/13/16,Rockland CC,86,@Dutchess CC,75,
2/13/16,@Eastfield Col,92,Richland,79,
2/13/16,Fond du Lac T&CC,93,@Itasca CC,61,
2/13/16,@Milwaukee Tech,89,Madison Col,68,
2/13/16,Mesabi Range,87,@Rainy River CC,79,
2/13/16,SUNY-Delhi,65,@Adirondack CC,60,
2/13/16,@Concordia OR,80,W Washington,76,
2/13/16,@Emmanuel GA,84,Barton,65,
2/13/16,@Concordia CA,79,Academy of Art,65,
2/13/16,Wells,85,@Penn Tech,59,
2/13/16,@Sonoma St,102,CS San Marcos,70,
2/13/16,East Central OK,92,@OK Baptist,79,
2/13/16,@Embry-Riddle FL,96,St Leo,56,
2/13/16,Sauk Valley CC,77,@Kankakee CC,76,
2/13/16,@SW Tennessee,101,Volunteer St,63,
2/13/16,Mid-Michigan CC,84,@Alpena CC,70,
2/13/16,Central Lakes,97,Northland CTC,90,
2/13/16,Arizona Chr,74,@San Diego Chr,72,
2/13/16,Biola,69,@Westmont,50,
2/13/16,@Montreat And,95,Bryan,83,
2/13/16,Trinity IL,72,@Card Stritch,69,
2/13/16,MO Baptist,77,@Columbia MO,74,
2/13/16,MI Dearborn,80,@Concordia MI,77,
2/13/16,@Cornerstone,120,Marygrove,66,
2/13/16,@Edward Waters,81,Dillard,68,
2/13/16,William Penn,83,@Evangel,64,
2/13/16,Hope Intl,82,@The Master's,53,
2/13/16,Ottawa KS,84,@KS Wesleyan,82,
2/13/16,@Langston,100,Paul Quinn,55,
2/13/16,LSU-Alexandria,77,@Wiley,60,
2/13/16,@Spring Arbor,89,Marian IN,85,
2/13/16,Mayville St,68,@Presentation,57,
2/13/16,Vanguard,84,@Menlo,64,
2/13/16,Northwestern OH,63,@Siena Hts,56,
2/13/16,Purdue-N Cent,69,@Trinity Chr,67,
2/13/16,@St Ambrose,91,R Morris Chi,81,
2/13/16,St Xavier IL,85,@Roosevelt,59,
2/13/16,@Mt Mercy,101,Governors St,89,
2/13/16,UC Santa Cruz,74,@IL Tech,64,
2/13/16,@Paine,97,Morris SC,84,
2/13/16,Blackburn,85,@Iowa Wesleyan,78,
2/13/16,Viterbo,83,@Silver Lake,72,
2/13/16,@IU Kokomo,92,Carlow,72,
2/13/16,@Vermilion CC,101,Hibbing CC,97,
2/13/16,Dalton St,80,@Brewton-Parker,68,
2/13/16,Webster Univ,70,@Westminster MO,62,
2/13/16,@Whitworth,72,Willamette,53,
2/13/16,@WI Stevens Pt,74,WI Eau Claire,63,
2/13/16,WI Oshkosh,62,@WI LaCrosse,60,
2/13/16,@WI River Falls,96,WI Platteville,88,O1
2/13/16,@WI Whitewater,83,WI Stout,70,
2/13/16,@Wooster,99,Wittenberg,86,O1
2/13/16,@Antelope Val CC,70,Bakersfield Col,68,
2/13/16,Lakeland CC,71,@Clark St,45,
2/13/16,@Malcolm X,94,Truman Col,69,
2/13/16,@Alice Lloyd,78,Wilberforce,77,
2/13/16,Riverland CC,87,@Western Tech,85,
2/13/16,@Talladega,92,Southern N.O.,74,
2/13/16,Essex CC,99,@Harcum Col,95,
2/13/16,Caldwell CC Tech,93,@Cent Carolina CC,92,
2/13/16,@Luzerne Co CC,106,Montgomery Co CC,100,
2/13/16,@Bellevue CC,81,Skagit Val CC,73,
2/13/16,Blue Mountain CC,89,@Big Bend CC,88,
2/13/16,Tacoma CC,70,@Centralia Col,69,
2/13/16,Chemekata CC,100,@SW Oregon CC,99,
2/13/16,Clackamas CC,89,@Umpqua CC,85,
2/13/16,Columbia Basin,89,@Yakima Val CC,74,
2/13/16,Whatcom CC,69,@Edmonds CC,64,
2/13/16,Lower Columbia,70,@Green River CC,62,
2/13/16,@Lane CC,101,Portland CC,97,
2/13/16,Mt Hood CC,69,@Linn-Benton CC,59,
2/13/16,@Olympic,89,Shoreline CC,86,
2/13/16,@S Puget Sound CC,87,Pierce CC,71,
2/13/16,@Spokane CC,99,Treasure Val CC,79,
2/13/16,@Wenatchee Val CC,74,Walla Walla CC,53,
2/13/16,Brit Columbia,84,@Brandon,68,
2/13/16,@Winnipeg,79,Univ Lethbridge,70,
2/13/16,Alberta,85,@Saskatchewan,80,
2/13/16,Mt Royal,87,@Northern BC,80,
2/13/16,Manitoba,91,@Trinity Western,87,
2/13/16,Grant MacEwan,71,@Okanagan,62,
2/13/16,@Fraser Val,67,Thompson Riv,62,
2/13/16,@Redeemer,74,Sault,58,
2/13/16,Montgomery-R,63,Baltimore City CC,61,
2/13/16,Harford CC,96,@Garrett,91,
2/13/16,@CC Allegheny-A,89,Butler Co-PA,70,
2/13/16,@St Francis IL,86,Calumet-St Jos,65,
2/13/16,Warner,84,@J&W FL,78,
2/13/16,@Midland NE,84,Mt Marty,61,
2/13/16,Northwest WA,78,@Walla Walla,66,
2/13/16,@Pikeville,87,St Catharine,70,
2/13/16,@Webber,85,Southeastern FL,82,
2/13/16,Morrisville St,81,@Bryn Athyn,61,
2/13/16,@SUNY Canton,86,Villa Maria,76,
2/13/16,@Judson IL,61,Maranatha Bap,46,
2/13/16,Le Tourneau,85,@Belhaven MS,78,
2/13/16,Johnson TN,89,@Berea,86,
2/13/16,Life,88,@Bob Jones,70,
2/13/16,@Capilano,76,Camosun,73,
2/13/16,J&W NC,76,@Christendom,39,
2/13/16,Valley Forge,79,@Davis,61,
2/13/16,Vancouver Island,86,@Douglas,66,
2/13/16,@Embry-Riddle AZ,89,La Sierra,85,
2/13/16,@Fisk,81,Hiwassee,74,
2/13/16,@Holland,100,NB-St John,85,
2/13/16,@Keyano,75,Concordia AB,65,
2/13/16,@Langara,108,Kwantlen,61,
2/13/16,@Lethbridge Col,91,Briercrest,63,
2/13/16,@Morthland,111,R Morris Spfd,62,
2/13/16,@MS Vincent NS,82,Crandall,71,
2/13/16,@N Alberta Tech,90,Augustana AB,64,
2/13/16,@Oakwood,86,Selma AL,75,
2/13/16,J&W CO,116,@Oglala-Lakota,65,
2/13/16,@Olds,120,S Alberta Tech,87,
2/13/16,@PSU-Hazleton,81,PSU-Beaver,69,
2/13/16,@PSU Mont Alto,69,PSU York,55,
2/13/16,PSU-Gtr Allegheny,79,@PSU-Schuylkill,75,
2/13/16,PSU-Fayette,93,@PSU Wilkes-Barre,88,
2/13/16,@PSU Worth Scranton,85,PSU-Brandywine,73,
2/13/16,@Providence MB,69,Canadian Menn,47,
2/13/16,@Quest,86,Columbia Bib,70,
2/13/16,@Red Deer,106,St Mary's AB,63,
2/13/16,@R Morris-Peoria,79,Crowley's Ridge,78,
2/13/16,@S Maine Tech,79,Vermont Tech,68,
2/13/16,Mt Allison,63,@St Thomas NB,58,
2/13/16,Berkeley NYC,97,@SUNY-ESF,84,
2/13/16,Apprentice,88,@Williamson Tr,73,
2/13/16,@Columbia St,93,Jackson St CC,82,
2/13/16,@SE Illinois,100,Lake Land IL,81,
2/13/16,@Westmoreland Co,100,CC Allegheny-B,81,
2/13/16,@E Florida St,96,ASA Miami,63,
2/13/16,@Ellsworth CC,93,N Iowa CC,52,
2/13/16,Gloucester Co,88,@Bucks Co CC,64,
2/13/16,@Co Col Morris,74,Stevens Tech PA,70,
2/14/16,@Temple,77,South Florida,65,
2/14/16,@St Peter's,61,Canisius,57,
2/14/16,@Rider,77,Niagara,59,
2/14/16,@Illinois St,75,Bradley,60,
2/14/16,Evansville,74,@Loyola-Chicago,73,
2/14/16,@MA Lowell,96,UMBC,92,
2/14/16,Syracuse,75,@Boston College,61,
2/14/16,@North Carolina,85,Pittsburgh,64,
2/14/16,@Michigan St,88,Indiana,69,
2/14/16,@Albany NY,108,Maine,64,
2/14/16,@Stony Brook,59,New Hampshire,58,
2/14/16,@Vermont,92,Hartford,81,
2/14/16,Massachusetts,108,@Duquesne,99,O1
2/14/16,@Utah,88,Washington St,47,
2/14/16,Miami FL,67,@Florida St,65,
2/14/16,@Iowa,75,Minnesota,71,
2/14/16,@Arizona,86,USC,78,
2/14/16,UCLA,78,@Arizona St,65,
2/14/16,@Richard Bland,88,Brunswick CC,85,
2/14/16,@United Tribes,107,Lake Region,99,
2/14/16,@McCook CC,99,Cent CC-Columbus,63,
2/14/16,Catawba Val,64,@Bryant & Stratton,62,
2/14/16,@N Country CC,87,SUNY-Delhi,84,
2/14/16,Clarke,80,@St Ambrose,68,
2/14/16,@Southern Oregon,76,Col of Idaho,72,
2/14/16,Yeshiva,80,@Russell Sage,70,
2/14/16,Centre,68,@Hendrix,57,
2/14/16,@Washington MO,80,Carnegie Mellon,75,
2/14/16,@Chicago,89,Case Western,72,
2/14/16,St Joseph's LI,66,@Purchase,56,
2/14/16,@Emory,66,Brandeis,58,
2/14/16,Piedmont,93,@Greensboro,85,O2
2/14/16,@Birmingham So,66,Oglethorpe,53,
2/14/16,@PSU-Berks,88,SUNY-Cobleskill,86,O1
2/14/16,Morrisville St,81,@PSU-Abington,58,
2/14/16,@Millsaps,86,Berry,62,
2/14/16,@Rochester NY,75,NYU,63,
2/14/16,@Williams,84,Bates,64,
2/14/16,Sewanee,65,@Rhodes,53,
2/14/16,@La Cite,71,Durham,70,
2/14/16,Centennial Col,96,@Canadore,66,
2/14/16,@Lambton,94,Niagara ON,75,
2/14/16,@Benedictine AZ,101,La Sierra,78,
2/14/16,@Oregon Tech,78,Eastern Oregon,71,
2/14/16,Keuka,90,@Penn Tech,72,
2/14/16,@Walla Walla,83,Evergreen St,80,
2/14/16,@SUNY Canton,93,St Joseph VT,69,
2/14/16,@Washington Advt,91,Apprentice,81,
2/14/16,Nassau CC,88,@Dutchess CC,78,
2/14/16,@Rockland CC,66,Bor Manhattan,61,
2/14/16,@LaGuardia CC,89,Sullivan Co,80,
2/14/16,Peninsula,69,@Everett CC,65,
2/14/16,@UPEI,115,Memorial,85,
2/14/16,Ryerson,94,@Toronto,79,
2/14/16,@Fanshawe,94,Cambrian,75,
2/14/16,Montgomery-R,82,Harford CC,71,
2/14/16,Berkeley NYC,76,@Alfred St,66,
2/14/16,Cazenovia,81,@Bryn Athyn,64,
2/14/16,@Montmorency,95,John Abbott,88,
2/14/16,@Holland,108,NB-St John,55,
2/14/16,@King's NS,84,Crandall,72,
2/14/16,@Vermont Tech,94,Albany Pharmacy,79,
2/14/16,@CC Allegheny-A,93,Westmoreland Co,82,
2/14/16,Andrews,59,@R Morris-Peoria,57,
2/15/16,@SF Austin,84,Incarnate Word,46,
2/15/16,@NC Central,79,Florida A&M,74,
2/15/16,SE Louisiana,79,@McNeese St,76,O1
2/15/16,Oakland,89,@Wright St,73,
2/15/16,@Fairfield,76,Marist,73,
2/15/16,@Iona,78,Quinnipiac,59,
2/15/16,@Monmouth NJ,79,Manhattan,70,
2/15/16,@WI Green Bay,70,WI Milwaukee,68,
2/15/16,@Hampton,87,Morgan St,79,
2/15/16,@Virginia,73,NC State,53,
2/15/16,@Howard,77,MD E Shore,74,
2/15/16,@ETSU,83,W Carolina,77,
2/15/16,@UNC Greensboro,65,Wofford,61,
2/15/16,Bethune-Cookman,83,@NC A&T,77,O1
2/15/16,Delaware St,71,@Coppin St,67,
2/15/16,@Lehigh,64,Holy Cross,59,
2/15/16,TAM C. Christi,65,@New Orleans,57,
2/15/16,@Houston Bap,79,Lamar,78,
2/15/16,@Cent Arkansas,107,Northwestern LA,94,
2/15/16,@TX Southern,79,Grambling,72,
2/15/16,Sam Houston St,84,@Abilene Chr,71,
2/15/16,Jackson St,80,@Prairie View,66,
2/15/16,@Southern Univ,97,MS Valley St,64,
2/15/16,@Kansas,94,Oklahoma St,67,
2/15/16,@Alcorn St,79,Ark Pine Bluff,60,
2/15/16,Williston St,73,@Bismarck St,66,
2/15/16,Redlands CC,85,@Carl Albert,76,
2/15/16,@Chattahoochee Val,68,Jefferson Davis,42,
2/15/16,@Coahoma CC,76,NE MS CC,72,
2/15/16,N OK-Tonkawa,75,@Connors St,73,
2/15/16,Miles CC,90,@Dawson CC,73,
2/15/16,USC Salkehatchie,97,@Denmark Tech,86,
2/15/16,@Pearl River CC,68,East Central CC,58,
2/15/16,@Holmes CC,72,E Mississippi CC,61,
2/15/16,W Oklahoma St,99,Eastern OK St,84,
2/15/16,@Frank Phillips,82,Midland TX,75,
2/15/16,@Gadsden St CC,79,Marion Mil,77,
2/15/16,Gordon GA,74,@So Crescent Tech,72,
2/15/16,MS Gulf Coast,84,@Hinds CC,80,
2/15/16,@South Plains,62,Howard Col,55,
2/15/16,@SW Mississippi,94,Jones Co CC,87,
2/15/16,@Lawson St,89,S Union St,64,
2/15/16,Wallace CC-Selma,65,@Lurleen Wallace,63,
2/15/16,@Murray St CC,74,Seminole St,72,
2/15/16,ND St Science,140,@Dakota-Bottineau,93,
2/15/16,N OK-Enid,67,@NE OK A&M,56,
2/15/16,Odessa,75,@Western Texas,42,
2/15/16,Shelton St,92,@Snead St,60,
2/15/16,@Three Rivers,79,StL CC-Meramec,64,
2/15/16,Dean,83,@Mass Bay CC,71,
2/15/16,@John Wood CC,80,Rend Lake,71,
2/15/16,@Sandhills CC,94,Vance-Granville,60,
2/15/16,Southern N.O.,77,@Xavier LA,72,
2/15/16,Dallas Bap,62,@Oklahoma Chr,59,O1
2/15/16,@Harding,79,Arkansas Tech,76,
2/15/16,@Ouachita,86,Henderson St,79,
2/15/16,East Central OK,76,@SE Oklahoma,72,
2/15/16,@S Arkansas,86,Ark Monticello,69,
2/15/16,@Claremont M.S.,51,Pomona Pitzer,49,
2/15/16,@Clark Atlanta,115,Paine,109,O1
2/15/16,@Hawaii Hilo,74,Notre Dame CA,64,
2/15/16,@Dixie St,91,Holy Names,67,
2/15/16,@Azusa Pacific,96,Dominican CA,94,O2
2/15/16,@Point Loma,78,Academy of Art,70,
2/15/16,@NW Oklahoma St,85,SW Oklahoma,55,
2/15/16,LeMoyne-Owen,77,@Spring Hill,75,
2/15/16,Lane,81,@Kentucky St,78,
2/15/16,@Stillman,95,Miles,73,
2/15/16,@Moravian,87,Merchant Marine,77,
2/15/16,@OK City,71,SW Christian,67,
2/15/16,Rochester MI,66,@Wilberforce,53,
2/15/16,Bishop St,66,@Enterprise St,54,
2/15/16,@NM Military,77,Clarendon,75,
2/15/16,Copiah-Lincoln,73,@Meridian CC,69,
2/15/16,@Southeast CC,76,Northeast CC,69,
2/15/16,@Cal Baptist,81,Concordia CA,70,
2/15/16,@Southern Nazarene,75,OK Baptist,73,
2/15/16,@Tougaloo,96,Edward Waters,79,
2/15/16,@Fisk,79,Philander Smith,71,
2/15/16,Berea,81,@Kentucky Chr,73,
2/15/16,@Allen,84,Morris SC,81,
2/15/16,@Itawamba CC,70,MS Delta,67,
2/15/16,Long Island,82,@St Francis NY,67,
2/15/16,Kutztown,90,@Cheyney St,84,
2/15/16,@Johns Hopkins,81,Haverford,60,
2/15/16,@Lees-McRae,89,Pfeiffer,72,
2/15/16,@Susquehanna,86,Elizabethtown,70,
2/15/16,@Muskingum,83,Mt Union,80,O1
2/15/16,Scranton,94,@Cabrini,73,
2/15/16,@Atlanta Metro,73,Chattahoochee Tech,64,
2/15/16,@Colby CC,84,Seward Co,82,
2/15/16,@Wichita St,71,New Mexico St,41,
2/15/16,Frank & Marsh,74,@Ursinus,61,
2/15/16,@King TN,71,Belmont Abbey,41,
2/15/16,Ald-Broaddus,90,@Ohio Valley,82,
2/15/16,Wright St-Lake,100,@Cin Clermont,74,
2/15/16,@CS San Marcos,79,Life Pacific,49,
2/15/16,Andrews,67,@Emmaus Bib,52,
2/15/16,@Keiser,80,Florida Col,57,
2/15/16,PSU-Gtr Allegheny,96,@PSU-Brandywine,81,
2/15/16,@TN Wesleyan,84,Hiwassee,74,
2/16/16,Troy,61,@South Alabama,54,
2/16/16,@Ohio,86,E Michigan,64,
2/16/16,@Akron,80,Buffalo,70,
2/16/16,Ball St,73,@Miami OH,56,
2/16/16,@N Illinois,71,Bowling Green,60,
2/16/16,@C Michigan,77,Toledo,69,
2/16/16,@Kent,85,W Michigan,78,O1
2/16/16,@Morehead St,105,St Catharine,66,
2/16/16,@Missouri,72,South Carolina,67,
2/16/16,@Texas,85,West Virginia,78,
2/16/16,South Florida,69,@East Carolina,52,
2/16/16,@Pittsburgh,101,Wake Forest,96,O2
2/16/16,@Ohio St,76,Michigan,66,
2/16/16,@Purdue,71,Northwestern,61,
2/16/16,@Butler,88,Creighton,75,
2/16/16,@Davidson,83,Richmond,79,
2/16/16,Detroit,74,@N Kentucky,68,
2/16/16,Valparaiso,66,@Cleveland St,43,
2/16/16,@Youngstown St,92,IL Chicago,91,O2
2/16/16,@VA Commonwealth,83,Rhode Island,67,
2/16/16,@Campbell,110,Allen,66,
2/16/16,Kansas St,63,@TCU,49,
2/16/16,Florida,57,@Georgia,53,
2/16/16,@Texas A&M,71,Mississippi,56,
2/16/16,@Mississippi St,75,Vanderbilt,74,
2/16/16,@Baylor,100,Iowa St,91,O1
2/16/16,@Illinois,82,Rutgers,66,
2/16/16,@Air Force,79,UNLV,74,
2/16/16,Essex CC,83,@ASA,79,
2/16/16,AL Southern,82,@Faulkner St,78,
2/16/16,Allegany MD,102,@Butler Co-PA,63,
2/16/16,NW Florida St,82,@Chipola,70,
2/16/16,@Spartanburg Meth,70,Clinton JC,59,
2/16/16,@E Florida St,86,Indian River,70,
2/16/16,Kankakee CC,91,@Malcolm X,67,
2/16/16,@Daley,62,Kennedy-King,59,
2/16/16,@Black Hawk-M,76,Kishwaukee CC,70,
2/16/16,@CCBC Catonsville,82,Delaware Co CC,79,
2/16/16,CCBC-Dundalk,81,@Manor,79,
2/16/16,@Catawba Val,93,Vance-Granville,70,
2/16/16,@Elgin CC,76,Lake Co,59,
2/16/16,@Erie CC,85,Niagara Co,64,
2/16/16,@Jamestown CC,120,Jamestown-Cat,60,
2/16/16,@Lackawanna,87,Burlington Co,66,
2/16/16,@Bunker Hill CC,78,Massasoit CC,71,
2/16/16,@McHenry Co,69,Oakton CC,66,
2/16/16,Morton,91,@Moraine Val,89,
2/16/16,Prairie St,70,@Waubonsee CC,59,
2/16/16,@Raritan Val,81,Brookdale CC,69,
2/16/16,Cayuga CC,88,@Onondaga CC,86,
2/16/16,Suffolk Co-Selden,87,@Dutchess CC,73,
2/16/16,@Jefferson CC,96,Broome CC,91,
2/16/16,Miami-Dade,73,@ASA Miami,56,
2/16/16,@Asbury,76,Ohio Chr,73,
2/16/16,@St Francis IN,81,Bethel IN,70,
2/16/16,Cincinnati Chr,75,@Rio Grande,74,
2/16/16,@Spring Arbor,88,Huntington,84,
2/16/16,@Wm Woods,78,Lindenwood-Belleville,75,
2/16/16,@Central Bap,87,Lyon,57,
2/16/16,@Dillard,93,Loyola NO,80,
2/16/16,IN Wesleyan,85,@Mt Vernon Naz,83,
2/16/16,@Houghton,100,D'Youville,96,
2/16/16,@E Nazarene,81,U New England,67,
2/16/16,@George Fox,85,Willamette,73,
2/16/16,Nichols,95,@Gordon,91,
2/16/16,@Principia,85,Fontbonne,75,
2/16/16,@Wilson,100,PSU-Abington,92,O1
2/16/16,@St Martin's,67,Seattle Pacific,63,
2/16/16,@Thomas Aquinas,79,Mercy,44,
2/16/16,@Alvernia,73,Albright,67,
2/16/16,@Misericordia,92,Eastern Univ,66,
2/16/16,@Cortland St,73,Brockport St,72,
2/16/16,@Roger Williams,77,Curry,38,
2/16/16,@King's PA,74,Delaware Val,67,O1
2/16/16,@Anna Maria,96,Rivier,86,
2/16/16,Cedarville,96,@Salem WV,77,
2/16/16,DeSales,77,@Manhattanville,75,
2/16/16,Emmanuel MA,75,@Lasell,63,
2/16/16,Emory & Henry,61,@Randolph Col,58,
2/16/16,@Elms,83,Newbury,71,
2/16/16,Stevenson,85,@Hood,77,
2/16/16,J&W RI,74,@Norwich,41,
2/16/16,Regis MA,81,@Lesley,73,
2/16/16,@Oswego St,75,Geneseo St,67,
2/16/16,@Becker,90,Wheelock,70,
2/16/16,@Daniel Webster,79,Mitchell,66,
2/16/16,@Dowling,79,Bridgeport,65,
2/16/16,@Stevens Tech,96,Hartwick,68,
2/16/16,@York NY,79,Hunter,74,
2/16/16,@Lehman,99,Staten Island,88,
2/16/16,Albertus Magnus,96,@Mt Ida,91,
2/16/16,@Daemen,96,Roberts Wslyn,88,
2/16/16,Lebanon Val,72,@Messiah,67,
2/16/16,@CW Post,80,NYIT,73,
2/16/16,@Medgar Evers,69,City Col NY,68,
2/16/16,Queens NY,84,@Molloy,81,
2/16/16,Pine Manor,107,@MA Liberal Arts,102,
2/16/16,@Plattsburgh St,93,SUNY Potsdam,62,
2/16/16,Brooklyn Col,73,@Baruch,58,
2/16/16,@Suffolk,58,St Joseph's ME,53,
2/16/16,@Salve Regina,83,W New England,49,
2/16/16,Wentworth Tech,75,@Endicott,72,O1
2/16/16,Widener,74,@Arcadia,58,
2/16/16,@Sierra Col,99,American River,87,
2/16/16,@Santa Rosa JC,86,Sacramento City,59,
2/16/16,Cosumnes River,71,@Diablo Val,60,
2/16/16,@Modesto JC,65,San Joaquin Delta,57,
2/16/16,Biola,62,@Arizona Chr,60,
2/16/16,Col Ozarks,95,@Haskell,79,
2/16/16,@Freed-Hardeman,100,Williams Bap,89,
2/16/16,@Taylor IN,73,Goshen,55,
2/16/16,@MO Baptist,78,Hannibal-Lagr,71,
2/16/16,@Harris-Stowe,81,St Louis Pharm,41,
2/16/16,@WV Tech,96,IU Kokomo,85,
2/16/16,@Palm Beach St,91,Broward CC,69,
2/16/16,@Highland CC IL,87,Illinois Val,81,
2/16/16,Nassau CC,101,Rockland CC,69,
2/16/16,@Roxbury CC,73,Quinsigamond,61,
2/16/16,@Sauk Valley CC,62,Carl Sandburg,61,
2/16/16,@Alice Lloyd,84,Indiana-East,72,
2/16/16,Grace IN,68,@Marian IN,56,
2/16/16,@Arlington Bap,65,Dallas Univ,63,
2/16/16,@Bucks Co CC,81,Stevens Tech PA,71,
2/16/16,Old Westbury,84,@Yeshiva,72,
2/16/16,Vanguard,67,@The Master's,65,
2/16/16,@Union Co,67,Cumberland Co,61,
2/16/16,Colby-Sawyer,96,@N England Col,83,
2/16/16,Chowan,70,@Bowie St,61,
2/16/16,Indiana NW,102,@Governors St,91,
2/16/16,@Bergen CC,99,Atlantic Cape CC,87,
2/16/16,Cedar Valley,85,Richland,75,
2/16/16,@Middlesex Co,86,Sussex Co CC,58,
2/16/16,Yuba,85,@Solano CC,58,
2/16/16,Mendocino,102,@Los Medanos,94,
2/16/16,@Merritt,85,Napa Valley CC,67,
2/16/16,@Contra Costa,108,Alameda,73,
2/16/16,@Gallaudet,98,Bryn Athyn,66,
2/16/16,@Trinity IL,103,Maranatha Bap,71,
2/16/16,@Crossroads,80,Crown MN,68,
2/16/16,@Concordia AL,84,Pensacola Chr,51,
2/16/16,Florida National,87,@FL Memorial,85,
2/16/16,Central Chr,68,@Grace NE,60,
2/16/16,@J&W NC,85,Bob Jones,76,
2/16/16,Warren Wilson,93,@Montreat And,87,
2/16/16,@Mt Allison,81,King's NS,80,
2/16/16,Multnomah Bib,112,@Portland Bible,80,
2/16/16,Oakwood,66,@Selma AL,58,
2/17/16,Fresno St,79,@Wyoming,75,
2/17/16,UC Irvine,96,@CS Fullerton,77,
2/17/16,St Louis,79,@George Mason,77,O1
2/17/16,@Hartford,88,UMBC,65,
2/17/16,Evansville,80,@Drake,74,
2/17/16,@Loyola-Chicago,59,Northern Iowa,56,
2/17/16,@St Joseph's PA,79,Dayton,70,
2/17/16,@IUPUI,88,NE Omaha,76,
2/17/16,@Penn St,79,Iowa,75,
2/17/16,@Bucknell,87,Loyola MD,52,
2/17/16,Villanova,83,@Temple,67,
2/17/16,Auburn,90,@Arkansas,86,
2/17/16,@Memphis,73,UCF,56,
2/17/16,@Louisville,72,Syracuse,58,
2/17/16,@Clemson,65,Boston College,54,
2/17/16,@Albany NY,82,Stony Brook,70,
2/17/16,@Vermont,78,Binghamton,64,
2/17/16,@New Hampshire,80,MA Lowell,69,
2/17/16,@Xavier,85,Providence,74,
2/17/16,@Fordham,76,Massachusetts,66,
2/17/16,G Washington,81,@Duquesne,74,
2/17/16,@La Salle,71,St Bonaventure,64,
2/17/16,@Boston Univ,71,Colgate,68,
2/17/16,@Army,72,Holy Cross,68,
2/17/16,Lehigh,77,@Navy,74,
2/17/16,@American Univ,60,Lafayette,59,O1
2/17/16,@St John's,80,DePaul,65,
2/17/16,@N Dakota St,63,W Illinois,54,
2/17/16,@S Illinois,71,Bradley,59,
2/17/16,@Illinois St,78,Indiana St,50,
2/17/16,@Indiana,80,Nebraska,64,
2/17/16,@Utah St,72,Colorado St,59,
2/17/16,Alabama,76,@LSU,69,
2/17/16,@Texas Tech,65,Oklahoma,63,
2/17/16,@Miami FL,65,Virginia Tech,49,
2/17/16,Duke,74,@North Carolina,73,
2/17/16,Georgia Tech,86,@Florida St,80,
2/17/16,Seton Hall,72,@Georgetown,64,
2/17/16,@Arizona,99,Arizona St,61,
2/17/16,Houston,82,@Tulane,69,
2/17/16,@New Mexico,80,Boise St,78,
2/17/16,@USC,79,Colorado,72,
2/17/16,Nevada,61,@San Jose St,55,
2/17/16,@Sullivan Co,82,ASA,77,
2/17/16,@S Georgia Tech,80,Albany Tech,72,
2/17/16,Butler Co-KS,89,@Allen Co,74,
2/17/16,@Angelina,102,San Jacinto-C,89,
2/17/16,AZ Western,115,@Scottsdale CC,87,
2/17/16,@East Georgia Col,67,Atlanta Metro,62,
2/17/16,@Barton Co,66,Cloud Co,57,
2/17/16,@Pima CC,95,C Arizona,88,
